"filename", "language", "Dart", "comment", "blank", "total"
"e:\flutter projects\eventsmanager\lib\features\Events\presentation\view\widgets\toggle_icon.dart", "Dart", 35, 0, 4, 39
"e:\flutter projects\eventsmanager\lib\features\Events\presentation\view\widgets\toggle_price.dart", "Dart", 74, 0, 4, 78
"e:\flutter projects\eventsmanager\lib\features\Events\presentation\view\widgets\top_actions.dart", "Dart", 38, 0, 3, 41
"e:\flutter projects\eventsmanager\lib\features\Events\presentation\view\widgets\visibility_toggle.dart", "Dart", 74, 0, 7, 81
"e:\flutter projects\eventsmanager\lib\features\auth\data\models\complete_profile_governate.dart", "Dart", 29, 0, 1, 30
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\manager\checkEmail\check_email_binding.dart", "Dart", 8, 0, 3, 11
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\manager\checkEmail\check_email_controller.dart", "Dart", 27, 17, 6, 50
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\manager\completeProfile\complete_profile_binding.dart", "Dart", 8, 0, 3, 11
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\manager\completeProfile\complete_profile_controller.dart", "Dart", 116, 2, 17, 135
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\manager\forgetPasswordVerifyCode\forget_password_verifycode_controller.dart", "Dart", 58, 19, 12, 89
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\manager\forgetPasswordVerifyCode\forgetpassword_verifycode_binding.dart", "Dart", 8, 0, 3, 11
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\manager\login\login_binding.dart", "Dart", 8, 0, 2, 10
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\manager\login\login_controller.dart", "Dart", 47, 3, 9, 59
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\manager\resetPassword\resetpassword_binding.dart", "Dart", 8, 0, 2, 10
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\manager\resetPassword\resetpassword_controller.dart", "Dart", 42, 2, 8, 52
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\manager\signupVerifyCode\signup_verify_code_binding.dart", "Dart", 8, 0, 3, 11
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\manager\signupVerifyCode\signup_verify_code_controller.dart", "Dart", 53, 21, 12, 86
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\manager\signup\signup_binding.dart", "Dart", 8, 0, 3, 11
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\manager\signup\signup_controller.dart", "Dart", 63, 2, 11, 76
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\check_email_view.dart", "Dart", 71, 0, 3, 74
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\complete_profile_view.dart", "Dart", 132, 6, 8, 146
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\forget_password_verify_code_view.dart", "Dart", 99, 2, 3, 104
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\login_view.dart", "Dart", 140, 5, 7, 152
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\resetpassword_view.dart", "Dart", 93, 0, 4, 97
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\sign_up_verify_code_view.dart", "Dart", 99, 2, 3, 104
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\signup_view.dart", "Dart", 153, 3, 11, 167
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\widgets\bottom_text_auth.dart", "Dart", 34, 0, 3, 37
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\widgets\continue_with_body_auth.dart", "Dart", 25, 0, 3, 28
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\widgets\custome_icon_logo.dart", "Dart", 35, 0, 3, 38
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\widgets\custome_text_body_auth.dart", "Dart", 20, 0, 3, 23
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\widgets\custome_text_title_auth.dart", "Dart", 16, 0, 3, 19
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\widgets\drop_list.dart", "Dart", 59, 0, 4, 63
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\widgets\profile_avatar.dart", "Dart", 74, 3, 6, 83
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\widgets\social_button.dart", "Dart", 34, 0, 4, 38
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\widgets\text_above_field.dart", "Dart", 26, 1, 3, 30
"e:\flutter projects\eventsmanager\lib\features\auth\presentation\view\widgets\verification_timer.dart", "Dart", 45, 0, 3, 48
"e:\flutter projects\eventsmanager\lib\features\notifications\presentation\view\notifications_view.dart", "Dart", 12, 0, 3, 15
"e:\flutter projects\eventsmanager\lib\features\onboarding\data\model\on_boarding_info.dart", "Dart", 24, 0, 2, 26
"e:\flutter projects\eventsmanager\lib\features\onboarding\data\model\on_boarding_model.dart", "Dart", 10, 0, 1, 11
"e:\flutter projects\eventsmanager\lib\features\onboarding\presentation\manager\onBoardingController\on_boarding_binding.dart", "Dart", 8, 0, 2, 10
"e:\flutter projects\eventsmanager\lib\features\onboarding\presentation\manager\onBoardingController\on_boarding_controller.dart", "Dart", 34, 0, 5, 39
"e:\flutter projects\eventsmanager\lib\features\onboarding\presentation\view\onboarding_view.dart", "Dart", 43, 0, 3, 46
"e:\flutter projects\eventsmanager\lib\features\onboarding\presentation\view\widgets\custom_slider.dart", "Dart", 63, 3, 10, 76
"e:\flutter projects\eventsmanager\lib\features\onboarding\presentation\view\widgets\dot_controller.dart", "Dart", 39, 0, 3, 42
"e:\flutter projects\eventsmanager\lib\features\settings\presentation\view\settings_view.dart", "Dart", 12, 0, 3, 15
"e:\flutter projects\eventsmanager\lib\main.dart", "Dart", 46, 13, 8, 67
"e:\flutter projects\eventsmanager\lib\shared\circle_icon.dart", "Dart", 22, 0, 2, 24
"e:\flutter projects\eventsmanager\lib\shared\custom_button.dart", "Dart", 39, 0, 3, 42
"e:\flutter projects\eventsmanager\lib\shared\custom_text.dart", "Dart", 25, 0, 5, 30
"e:\flutter projects\eventsmanager\lib\shared\custome_text_form_field.dart", "Dart", 125, 4, 4, 133
"e:\flutter projects\eventsmanager\lib\shared\expanded_text.dart", "Dart", 56, 0, 10, 66
"e:\flutter projects\eventsmanager\lib\shared\hide_naviagtion_bar.dart", "Dart", 20, 0, 3, 23
"e:\flutter projects\eventsmanager\lib\size_debugger.dart", "Dart", 23, 0, 4, 27
"e:\flutter projects\eventsmanager\lib\test_view.dart", "Dart", 73, 0, 9, 82
"Total", "-", 7798, 346, 886, 9030
